0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
7.190927749049456,10.122853601877626,10.462128993469761,9.410045528246787,11.015202284919047,10.582282639283699,10.171420213232057,10.09059729612799,11.058885763868043,12.426062295307656,11.58883116633152,11.819014867619119,10.70538291732277,11.654907462753807,11.696061799229623,7.932819034137405,8.531901929164258,8.002020132651605,6.828930456493717,8.651749439963488,9.245754920540499,9.598456599303569,9.521188867277022,9.854749774462247,9.471256740650489,8.415906670428981
5.590941464276862,11.432092913815284,10.494489623481156,11.973094252107254,13.007727013319808,12.532066537954094,11.842294328439738,11.92404570985377,14.184241821787325,15.354397240400443,13.902237149757852,15.063407317748052,13.97071197075962,12.343280007930913,11.989200508028512,8.119098122747785,9.107832756532561,8.007891732857052,7.580220686819702,9.637693589786565,9.50899513386868,9.744182863861889,9.377485207184144,9.647131048669438,8.863364361262784,8.391741148579717
8.26011794185059,11.9430241319184,11.119514803470645,12.483853131986152,13.66667002113808,13.165368309188906,12.666996258859681,12.390474719812048,13.728653158024155,14.885108352023552,13.48155112531828,14.676474180022394,13.702995257765878,12.222497298215984,11.997205885036422,8.136407026626129,8.751949551196068,8.11608063795039,7.670777936397115,11.27269747397342,10.868457692397692,11.307940207041888,11.253398120448974,11.307709335140462,8.783089117116411,8.683004381337275
9.140608590738607,11.810692350747312,11.610058263281395,13.256090220028385,14.119314067768098,14.194638880574017,13.727137760390516,13.825800367943923,15.604518079348914,16.452391948783546,15.435821502675935,16.66081987580616,15.803678126917685,13.73213917160777,12.64101019282936,10.496722786831176,10.368940481363897,9.61077630572549,9.828969831493739,11.676489513559126,11.301608898621675,10.709506299935086,11.22702169773779,11.824730664351456,9.790614132173372,9.267262508122236
6.506271337216512,12.372839922492071,11.333024028256881,13.671411091373287,14.511793605447778,14.368793684696367,13.970913495558271,13.90729661677543,15.279342695683418,16.19976939361003,14.80868411263732,16.14051272005347,14.962601040540243,13.346210549609642,12.7522305497745,10.1414889832627,9.406198665385144,7.590023562025669,8.02970644720623,9.981356957011762,9.806699578307583,10.230897675558445,10.712460374761006,11.475449328423728,9.846675017833935,8.92531737853873
7.750121950134616,12.684313918033943,11.574521124655531,13.798253202784775,14.654128418299987,14.412831942734437,13.740501427742375,13.508743802814738,15.116629376287971,15.703822235354535,14.385092944688887,15.483247574681991,14.317231588172726,13.427233217115374,12.93763548820387,9.827502444626923,9.195450995290772,8.299581573112228,8.101084403691468,11.249383577085371,10.739158791025037,10.875155757057746,11.001163779732089,11.261215479763523,9.378124086182835,8.924940593648934
9.145547982859778,12.546447174971217,12.281792018548133,13.880282900633922,14.57272358041126,14.392196322824754,13.72996851680678,13.639029003507511,14.974477356589432,15.579948821882061,14.239887351165214,15.361873216939845,14.072925917704426,13.062541102721815,12.747502672351596,10.859780426275114,10.056272675680091,9.285745793309431,9.665548501376593,11.441677827062376,11.364126234975622,12.273962347603815,12.371670022992054,11.493937056273284,9.948867442222358,9.193762515197609
10.409447448398216,12.984697582236521,12.966957831925843,14.477966570312416,14.942699531202763,14.58156933175604,14.109139818048494,14.134465434098997,14.989334569047385,15.3930169589132,12.963308501901281,14.53841473179159,13.742490887663367,13.252958303415136,12.38429003972993,9.947957904442385,9.685286471819994,9.63563003059162,10.096935672685483,12.028018506901,11.241276355395083,11.862695409446191,12.261597447759007,11.820927688715072,11.154403528132093,10.003467482533926
6.300424627968535,13.261010364979285,12.02515735928052,14.13814892031314,14.626980585996881,14.308146646797956,13.827633019126353,13.89343108429166,14.90448966420969,15.203435396628489,13.49321423259917,13.825712681910865,11.727774343323773,13.18981292868707,12.5830656196678,10.695666004927888,9.898560187211434,9.513209513816344,8.708402097110802,12.12352741480896,11.966318036624404,11.522557019223216,12.605710596724073,12.219966963037821,10.137803165921339,9.606392730302034
4.997313778154229,13.321040691648516,12.005962359388159,14.140535570729877,14.444088141254909,13.894817364279003,13.582898108996865,13.888880649367152,15.246788306448806,15.183368952583063,13.598227791114986,14.06124157126083,12.128224577545218,12.558831083439918,11.855141723633308,9.93018417406186,10.418127754343761,9.412776006728782,9.8297668860334,13.011662856974759,12.549034957635916,11.815395939413767,12.36737933604538,12.415508276259109,9.828006096981735,9.087327323219442
5.132841774927122,13.40365606850211,12.23278623830805,14.182841338417363,14.354807341632204,13.663304595948016,13.42762478728313,13.841556012342803,15.043312455283186,14.535898767264673,13.007047161279289,14.079488091211319,11.783534488367511,12.42257893537273,12.153937975729406,9.96815172840663,9.270097092484233,9.04036521358203,9.518680809953423,11.895367340403558,11.396010809400648,11.189573526254845,11.962995798072718,12.009323458044486,9.74090348563563,8.947991223853464
